Gene_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Strain	species_taxid	Source
BACT_688	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	Lactococcus lactis subsp. lactis Il1403	1358	HMP
BACT_966	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii	Sinorhizobium fredii NGR234	380	HMP
BACT_14	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum	Acidobacterium capsulatum ATCC 51196	33075	HMP
BACT_13	Bacteria	Proteobacteria	Acidithiobacillia	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus ferrooxidans	Acidithiobacillus ferrooxidans ATCC 23270	920	HMP
BACT_491	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus thermophilum	Dictyoglomus thermophilum H-6-12	14	HMP
BACT_1184	Bacteria	Nitrospirae	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	Thermodesulfovibrio yellowstonii	Thermodesulfovibrio yellowstonii DSM 11347	28262	HMP
BACT_426	Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus	Coprothermobacter proteolyticus DSM 5265	35786	HMP
BACT_869	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme	Pelodictyon phaeoclathratiforme BU-1	34090	HMP
BACT_911	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii	Prosthecochloris aestuarii DSM 271	1102	HMP
BACT_353	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides	Chlorobium phaeobacteroides BS1	1096	HMP
BACT_352	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola	Chlorobium limicola DSM 245	1092	HMP
BACT_543	Bacteria	Firmicutes	Bacilli	Bacillales	NA	Exiguobacterium	Exiguobacterium sibiricum	Exiguobacterium sibiricum 255-15	332410	HMP
BACT_357	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	Chloroflexus aurantiacus J-10-fl	1108	HMP
BACT_6	Bacteria	Cyanobacteria	NA	Synechococcales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina	Acaryochloris marina MBIC11017	155978	HMP
BACT_987	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia akari	Rickettsia akari str. Hartford	786	HMP
BACT_989	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia canadensis	Rickettsia canadensis str. McKiel	788	HMP
BACT_55	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus metalliredigens	Alkaliphilus metalliredigens QYMF	208226	HMP
BACT_888	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus	Polynucleobacter asymbioticus QLW-P1DMWA-1	576611	HMP
BACT_912	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeovibrioides	Chlorobium phaeovibrioides DSM 265	1094	HMP
BACT_1059	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella loihica	Shewanella loihica PV-4	359303	HMP
BACT_82	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter aurescens	Paenarthrobacter aurescens TC1	43663	HMP
BACT_780	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium smegmatis	Mycolicibacterium smegmatis MC2 155	1772	HMP
BACT_1166	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans	Syntrophobacter fumaroxidans MPOB	119484	HMP
BACT_84	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. FB24	NA	290399	HMP
BACT_863	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus	Pediococcus pentosaceus ATCC 25745	1255	HMP
BACT_979	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris BisA53	1076	HMP
BACT_1167	Bacteria	Firmicutes	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	863	HMP
BACT_455	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga hutchinsonii	Cytophaga hutchinsonii ATCC 33406	985	HMP
BACT_1017	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	Rubrobacter xylanophilus DSM 9941	49319	HMP
BACT_1086	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis	Sphingopyxis alaskensis RB2256	117207	HMP
BACT_943	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter cryohalolentis	Psychrobacter cryohalolentis K5	330922	HMP
BACT_361	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens	Chromohalobacter salexigens DSM 3043	158080	HMP
BACT_747	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus	Methylobacillus flagellatus KT	405	HMP
BACT_646	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Jannaschia	Jannaschia sp. CCS1	NA	290400	HMP
BACT_982	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris	Rhodopseudomonas palustris HaA2	1076	HMP
BACT_1153	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-2-3B'a(2-13)	NA	321332	HMP
BACT_1154	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-3-3Ab	NA	321327	HMP
BACT_1029	Bacteria	Bacteroidota	NA	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Salinibacter	Salinibacter ruber	Salinibacter ruber DSM 13855	146919	HMP
BACT_1144	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas denitrificans	Sulfurimonas denitrificans DSM 1251	39766	HMP
BACT_1200	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Hydrogenovibrio	Hydrogenovibrio crunogenus	Hydrogenovibrio crunogenus XCL-2	39765	HMP
BACT_598	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter metallireducens	Geobacter metallireducens GS-15	28232	HMP
BACT_329	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Carboxydothermus	Carboxydothermus hydrogenoformans	Carboxydothermus hydrogenoformans Z-2901	129958	HMP
BACT_866	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea carbinolica	Syntrophotalea carbinolica DSM 2380	19	HMP
BACT_62	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Trichormus	Trichormus variabilis	Trichormus variabilis ATCC 29413	264691	HMP
BACT_1199	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans	Thiobacillus denitrificans ATCC 25259	36861	HMP
BACT_500	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia canis	Ehrlichia canis str. Jake	944	HMP
BACT_1183	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca	Thermobifida fusca YX	2021	HMP
BACT_942	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus	Psychrobacter arcticus 273-4	334543	HMP
BACT_1094	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	Staphylococcus haemolyticus JCSC1435	1283	HMP
BACT_992	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis	Rickettsia felis URRWXCal2	42862	HMP
BACT_1254	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Brugia malayi	Wolbachia endosymbiont strain TRS of Brugia malayi	80849	HMP
BACT_457	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	Dehalococcoides mccartyi 195	61435	HMP
BACT_1148	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus	Synechococcus elongatus PCC 6301	32046	HMP
BACT_644	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina loihiensis	Idiomarina loihiensis L2TR	135577	HMP
BACT_823	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica	Nocardia farcinica IFM 10152	37329	HMP
BACT_998	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia typhi	Rickettsia typhi str. Wilmington	785	HMP
BACT_694	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli	Leifsonia xyli subsp. xyli str. CTCB07	1575	HMP
BACT_741	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmataceae	Mesoplasma	Mesoplasma florum	Mesoplasma florum L1	2151	HMP
BACT_199	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella henselae	Bartonella henselae str. Houston-1	38323	HMP
BACT_200	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella quintana	Bartonella quintana str. Toulouse	803	HMP
BACT_792	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mesomycoplasma	Mesomycoplasma mobile	Mycoplasma mobile 163K	2118	HMP
BACT_1198	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	Thermus thermophilus HB27	274	HMP
BACT_429	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium diphtheriae	Corynebacterium diphtheriae NCTC 13129	1717	HMP
BACT_1256	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes	Wolinella succinogenes DSM 1740	844	HMP
BACT_360	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium violaceum	Chromobacterium violaceum ATCC 12472	536	HMP
BACT_228	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella parapertussis	Bordetella parapertussis 12822	519	HMP
BACT_229	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella pertussis	NA	520	HMP
BACT_794	Bacteria	Tenericutes	NA	Mycoplasmoidales	Mycoplasmoidaceae	Malacoplasma	Malacoplasma penetrans	Malacoplasma penetrans HF-2	28227	HMP
BACT_1180	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	Caldanaerobacter subterraneus subsp. tengcongensis MB4	911092	HMP
BACT_706	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria innocua	Listeria innocua Clip11262	1642	HMP
BACT_340	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia muridarum	Chlamydia muridarum str. Nigg	83560	HMP
BACT_467	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulforapulum	Desulforapulum autotrophicum	Desulforapulum autotrophicum HRM2	2296	HMP
BACT_779	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium marinum	Mycobacterium marinum M	1781	HMP
BACT_1196	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. RQ2	NA	126740	HMP
BACT_902	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9301	1219	HMP
BACT_906	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9515	1219	HMP
BACT_899	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. AS9601	1219	HMP
BACT_724	Bacteria	Proteobacteria	Alphaproteobacteria	Magnetococcales	Magnetococcaceae	Magnetococcus	Magnetococcus marinus	Magnetococcus marinus MC-1	1124597	HMP
BACT_965	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	Rhizobium leguminosarum bv. viciae 3841	384	HMP
BACT_642	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hyphomonas	Hyphomonas neptunium	Hyphomonas neptunium ATCC 15444	81032	HMP
BACT_1027	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans	Saccharophagus degradans 2-40	86304	HMP
BACT_466	Bacteria	Firmicutes	Clostridia	Eubacteriales	Desulfitobacteriaceae	Desulfitobacterium	Desulfitobacterium hafniense	Desulfitobacterium hafniense Y51	49338	HMP
BACT_501	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia chaffeensis str. Arkansas	945	HMP
BACT_812	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia sennetsu	Neorickettsia sennetsu str. Miyayama	951	HMP
BACT_77	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum	Anaplasma phagocytophilum str. HZ	948	HMP
BACT_474	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio	Oleidesulfovibrio alaskensis	Oleidesulfovibrio alaskensis G20	58180	HMP
BACT_421	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia psychrerythraea	Colwellia psychrerythraea 34H	28229	HMP
BACT_345	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia abortus	Chlamydia abortus S26/3	83555	HMP
BACT_290	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni	Campylobacter jejuni RM1221	197	HMP
BACT_471	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfotalea	Desulfotalea psychrophila	Desulfotalea psychrophila LSv54	84980	HMP
BACT_1250	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila melanogaster	NA	163164	HMP
BACT_908	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus subsp. marinus str. CCMP1375	1219	HMP
BACT_819	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea	Nitrosomonas europaea ATCC 19718	915	HMP
BACT_346	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia caviae	NA	83557	HMP
BACT_195	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	Bacteroides thetaiotaomicron VPI-5482	818	HMP
BACT_1207	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Tropherymataceae	Tropheryma	Tropheryma whipplei	Tropheryma whipplei str. Twist	2039	HMP
BACT_679	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum WCFS1	1590	HMP
BACT_1107	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae NEM316	1311	HMP
BACT_1190	Bacteria	Cyanobacteria	NA	Pseudanabaenales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus vestitus	Thermosynechococcus vestitus BP-1	146786	HMP
BACT_263	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola	Buchnera aphidicola str. Sg (Schizaphis graminum)	9	HMP
BACT_79	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus	Aquifex aeolicus VF5	63363	HMP
BACT_318	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma australiense	NA	59748	HMP
BACT_827	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme	Nostoc punctiforme PCC 73102	272131	HMP
BACT_448	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera subtropica	Crocosphaera subtropica ATCC 51142	2546360	HMP
BACT_900	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9211	1219	HMP
BACT_311	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfosudaceae	Desulfosudis	Desulfosudis oleivorans	Desulfococcus oleovorans Hxd3	181663	HMP
BACT_903	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9303	1219	HMP
BACT_975	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus jostii	Rhodococcus jostii RHA1	132919	HMP
BACT_904	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus str. MIT 9312	1219	HMP
BACT_1151	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9605	NA	110662	HMP
BACT_81	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum	Aromatoleum aromaticum EbN1	551760	HMP
BACT_482	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	Desulfovibrio vulgaris str. Hildenborough	881	HMP
BACT_1163	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Parasynechococcus	Parasynechococcus marenigrum	Parasynechococcus marenigrum WH 8102	2881428	HMP
BACT_909	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus subsp. pastoris str. CCMP1986	1219	HMP
BACT_375	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum A2 str. Kyoto	1491	HMP
BACT_689	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	Laribacter hongkongensis	Laribacter hongkongensis HLHK9	168471	HMP
BACT_460	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti	Deinococcus deserti VCD115	310783	HMP
BACT_241	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae	Brachyspira hyodysenteriae WA1	159	HMP
BACT_76	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale	Anaplasma marginale str. Florida	770	HMP
BACT_1194	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana	Thermotoga neapolitana DSM 4359	2337	HMP
BACT_129	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Q1	1396	HMP
BACT_1185	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum	Thermomicrobium roseum DSM 5159	500	HMP
BACT_310	Bacteria	Candidatus Cloacimonetes	NA	NA	NA	Candidatus Cloacimonas	Candidatus Cloacimonas acidaminovorans	NA	456827	HMP
BACT_1209	Bacteria	Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	Candidatus Endomicrobium trichonymphae	NA	1408204	HMP
BACT_868	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	Pelodictyon luteolum DSM 273	1100	HMP
BACT_271	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei	Burkholderia mallei ATCC 10399	13373	HMP
BACT_274	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	Burkholderia pseudomallei S13	28450	HMP
BACT_1238	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio antiquarius	NA	150340	HMP
BACT_920	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa 2192	287	HMP
BACT_269	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	Burkholderia dolosa AU0158	152500	HMP
BACT_885	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. MED152	NA	313598	HMP
BACT_783	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	Mycobacterium tuberculosis str. Haarlem	1773	HMP
BACT_1286	Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Mg1	NA	465541	HMP
BACT_629	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pullorum	Helicobacter pullorum MIT 98-5489	35818	HMP
BACT_762	Bacteria	Cyanobacteria	NA	Oscillatoriales	Coleofasciculaceae	Coleofasciculus	Coleofasciculus chthonoplastes	Coleofasciculus chthonoplastes PCC 7420	64178	HMP
BACT_248	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. BAL3	NA	391600	HMP
BACT_1156	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7335	NA	91464	HMP
BACT_51	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp. DG881	NA	236097	HMP
BACT_446	Bacteria	Cyanobacteria	NA	Synechococcales	Prochlorococcaceae	Cyanobium	Cyanobium sp. PCC 7001	NA	180281	HMP
BACT_837	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter antarcticus	Octadecabacter antarcticus 307	1217908	HMP
BACT_836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter arcticus	Octadecabacter arcticus 238	53946	HMP
BACT_317	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HTCC7211	NA	439493	HMP
BACT_674	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii 1153	109790	HMP
BACT_299	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	Sulfurimonas gotlandica	Sulfurimonas gotlandica GD1	1176482	HMP
BACT_941	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Pseudovibrio	Pseudovibrio sp. JE062	NA	439495	HMP
BACT_328	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	Caldanaerobacter subterraneus subsp. pacificus DSM 12653	911092	HMP
BACT_734	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Marinitoga	Marinitoga piezophila	Marinitoga piezophila KA3	149715	HMP
BACT_1009	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter sp. GAI101	NA	391589	HMP
BACT_757	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga thiooxydans	Methylophaga thiooxydans DMS010	392484	HMP
BACT_533	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	562	HMP
BACT_518	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum	Enterococcus gallinarum EG2	1353	HMP
BACT_511	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus	Enterococcus casseliflavus EC10	37734	HMP
BACT_250	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella abortus	Brucella abortus bv. 3 str. Tulya	235	HMP
